unit,year,month,coal,oil,gas,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,oil.perc,gas.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2017,1,1213.263,0.744,696.167,2032.45,1092.394,520.576,0.0,869.41189,1910.174,4514.8318899999995,6425.005889999999,0.18883453506063635,0.00011579755921437763,0.10835274113655327,0.31633434035653474,0.17002225658660058,0.0810234276687955,0.0,0.1353169016316653,0.297303073756404,0.702696926243596
Gwh,2017,2,1178.1785,0.672,605.598,1862.146,950.8595,258.7515,0.0,911.6616,1784.4485,3983.4186,5767.8670999999995,0.20426588885863894,0.00011650753880927667,0.104995137630685,0.3228482847671716,0.16485461324169556,0.0448608637324532,0.0,0.15805870423054652,0.3093775340281332,0.6906224659718668
Gwh,2017,3,1152.209,0.744,537.996,2067.293,995.472,406.171,0.0,954.43551,1690.949,4423.37151,6114.32051,0.18844432478074333,0.00012168155051459676,0.08798949926162769,0.33810674409673697,0.16280991458853047,0.06642945840600038,0.0,0.15609837731584666,0.2765555055928856,0.7234444944071144
Gwh,2017,4,986.2285,0.72,330.718,1931.466311,857.556,297.538,0.0,707.043,1317.6665,3793.603311,5111.269811,0.19295175885208224,0.00014086519135626197,0.06470368660411147,0.37788384930165053,0.16777748616487584,0.05821214903577705,0.0,0.13833020485014658,0.25779631064755,0.74220368935245
Gwh,2017,5,900.152,0.744,201.034,1956.427813,1223.826,261.967,0.0,588.359,1101.93,4030.5798130000003,5132.509813,0.17538242162148987,0.00014495832002416086,0.03916875122007682,0.3811834529852462,0.23844591527135578,0.05104072072818461,0.0,0.11463377985362268,0.21469613116159086,0.7853038688384093
Gwh,2017,6,474.001,0.72,141.892,1856.334439,1289.319,243.835,0.0,579.953,616.613,3969.441439,4586.0544390000005,0.1033570373628964,0.00015699770021853417,0.030939885665844793,0.4047781079992539,0.28113905256675037,0.0531687975455365,0.0,0.12646012115949937,0.13445392072895976,0.8655460792710402
Gwh,2017,7,285.7565,0.744,159.5975,1903.452437,1191.1165,207.3275,0.0,676.6905,446.098,3978.586937,4424.684937,0.06458233841927444,0.00016814756544099673,0.036069799832620264,0.43018937259984164,0.26919803713924867,0.04685700856716162,0.0,0.15293529587641239,0.10082028581733571,0.8991797141826643
Gwh,2017,8,250.281,0.744,180.299,1916.5935,1048.522,327.946,0.0,641.502,431.324,3934.5635,4365.8875,0.05732648860054228,0.00017041208688954997,0.04129721620174592,0.43899287372842294,0.2401623953892536,0.07511554065467789,0.0,0.14693507333846784,0.09879411688917775,0.9012058831108224
Gwh,2017,9,442.8615,0.72,195.707,1886.0855,1396.1595,224.667,0.0,590.8975,639.2885,4097.8095,4737.098,0.09348793290744671,0.00015199178906579513,0.04131369036486051,0.3981520964945205,0.2947288614252861,0.04742713788061805,0.0,0.12473828913820234,0.13495361506137302,0.8650463849386271
Gwh,2017,10,788.241,0.744,284.914,1985.2105,1316.9605,341.8355,0.0,688.67,1073.899,4332.6765,5406.5755,0.14579302554824214,0.00013761021186146387,0.05269768266437785,0.3671844589981218,0.2435849642717465,0.06322588115157182,0.0,0.1273763771540784,0.19862831842448142,0.8013716815755185
Gwh,2017,11,870.18,0.72,256.52,1998.998,1196.411,511.044,0.0,721.83,1127.42,4428.283,5555.703,0.15662824308642848,0.0001295965605072841,0.046172374585178505,0.35981009064019437,0.215348264657056,0.09198547870539515,0.0,0.12992595176524016,0.20293021423211427,0.7970697857678857
Gwh,2017,12,942.827,0.744,553.046,2068.808,1219.53,517.939,0.0,780.7425,1496.617,4587.0195,6083.6365,0.15497753687288846,0.0001222952752025865,0.09090714081947535,0.34006108024369963,0.2004606948492074,0.08513641470853822,0.0,0.1283348372309884,0.24600697296756638,0.7539930270324338
