datetime,Coal,region,Hydro,Solar,Other,Petroleum,Nuclear,Natural gas
2020-04-01 00:00:00,2625,FLA,20,36,899,0,2996,26376
2020-04-01 01:00:00,2601,FLA,20,0,592,0,2998,26619
2020-04-01 02:00:00,2305,FLA,21,0,555,0,2993,24671
2020-04-01 03:00:00,2113,FLA,20,0,557,0,3000,22534
2020-04-01 04:00:00,1465,FLA,21,0,532,0,3001,19750
2020-04-01 05:00:00,1651,FLA,20,0,473,0,2999,18306
2020-04-01 06:00:00,1323,FLA,20,0,495,0,3001,16777
2020-04-01 07:00:00,1132,FLA,20,0,486,0,2998,15756
2020-04-01 08:00:00,1041,FLA,20,-1,497,0,3001,14910
2020-04-01 09:00:00,999,FLA,20,0,531,0,3005,14392
2020-04-01 10:00:00,1103,FLA,19,0,539,0,3005,14401
2020-04-01 11:00:00,1189,FLA,20,0,635,0,3004,15013
2020-04-01 12:00:00,1134,FLA,19,71,959,0,3003,15307
2020-04-01 13:00:00,1135,FLA,20,771,1473,0,3007,15214
2020-04-01 14:00:00,1227,FLA,19,1608,1547,0,3004,15556
2020-04-01 15:00:00,1282,FLA,20,2238,1558,0,3003,16000
2020-04-01 16:00:00,1453,FLA,20,2511,1591,0,2997,16810
2020-04-01 17:00:00,1540,FLA,19,2552,1612,0,2995,17666
2020-04-01 18:00:00,1741,FLA,19,2564,1626,0,2993,18266
2020-04-01 19:00:00,1833,FLA,19,2558,1673,0,2991,18936
2020-04-01 20:00:00,1936,FLA,19,2529,1698,0,2991,19599
2020-04-01 21:00:00,1977,FLA,21,2406,1688,0,2995,20317
2020-04-01 22:00:00,1975,FLA,20,1951,1679,0,2998,21180
2020-04-01 23:00:00,1962,FLA,18,1049,1639,0,2997,21372
2020-04-02 00:00:00,1908,FLA,18,117,1680,0,2998,20730
2020-04-02 01:00:00,1974,FLA,18,1,1660,0,2998,20075
2020-04-02 02:00:00,1781,FLA,18,0,1583,0,2999,18273
2020-04-02 03:00:00,1306,FLA,18,0,1560,0,2997,16520
2020-04-02 04:00:00,1273,FLA,17,0,1599,0,2997,14361
2020-04-02 05:00:00,1123,FLA,18,0,1447,0,2997,12586
2020-04-02 06:00:00,995,FLA,18,0,1280,0,3000,11587
2020-04-02 07:00:00,967,FLA,18,0,1100,0,3001,11044
2020-04-02 08:00:00,956,FLA,22,0,963,0,3001,10758
2020-04-02 09:00:00,989,FLA,22,-1,956,0,3001,10754
2020-04-02 10:00:00,1051,FLA,23,0,965,0,3000,11303
2020-04-02 11:00:00,1112,FLA,22,-1,1121,0,3004,12273
2020-04-02 12:00:00,1135,FLA,23,74,1255,0,3003,13270
2020-04-02 13:00:00,1233,FLA,22,829,1213,0,3003,13935
2020-04-02 14:00:00,1322,FLA,23,1745,1220,2,3004,14238
2020-04-02 15:00:00,1409,FLA,23,2207,1060,2,3003,15017
2020-04-02 16:00:00,1437,FLA,23,2481,935,0,3004,15816
2020-04-02 17:00:00,1535,FLA,24,2520,954,0,3003,16931
2020-04-02 18:00:00,1731,FLA,23,2515,1017,0,3004,17721
2020-04-02 19:00:00,1853,FLA,23,2513,1142,0,2999,18605
2020-04-02 20:00:00,2028,FLA,23,2474,1169,0,3003,19438
2020-04-02 21:00:00,2115,FLA,24,2234,1410,0,3004,20197
2020-04-02 22:00:00,2332,FLA,23,1754,1706,0,3006,20589
2020-04-02 23:00:00,2461,FLA,23,935,1692,0,2997,20830
2020-04-03 00:00:00,2236,FLA,23,103,1429,0,3003,20637
2020-04-03 01:00:00,2076,FLA,24,1,1095,0,3001,20540
2020-04-03 02:00:00,1643,FLA,23,0,1012,0,2999,18991
2020-04-03 03:00:00,1195,FLA,23,0,1015,0,3002,17141
2020-04-03 04:00:00,1225,FLA,24,0,987,0,2999,14830
2020-04-03 05:00:00,1076,FLA,23,0,976,0,3002,12968
2020-04-03 06:00:00,1014,FLA,24,0,955,0,3002,11741
2020-04-03 07:00:00,967,FLA,23,0,927,0,3005,10951
2020-04-03 08:00:00,962,FLA,23,0,820,0,3003,10586
2020-04-03 09:00:00,961,FLA,23,0,781,0,3005,10606
2020-04-03 10:00:00,960,FLA,23,0,838,0,3009,11001
2020-04-03 11:00:00,958,FLA,23,0,865,0,3005,12699
2020-04-03 12:00:00,957,FLA,23,54,992,0,3004,13518
2020-04-03 13:00:00,960,FLA,23,633,990,0,3007,14494
2020-04-03 14:00:00,1047,FLA,24,1310,1009,0,3009,15165
