unit,year,month,coal,gas,oil,nuclear,hydro,wind,solar,other,fossil,low.carbon,total.prod,coal.perc,gas.perc,oil.perc,nuclear.perc,hydro.perc,wind.perc,solar.perc,other.perc,fossil.perc,low.carbon.perc
Gwh,2015,1,196.4415,771.555,0.0,911.264,1533.9585,604.395,35.867,44.257,967.9965,3129.7415,4097.738,0.04793900927780155,0.18828802622324803,0.0,0.2223822020831981,0.3743427471448882,0.1474947885882406,0.008752877807219494,0.010800348875403942,0.2362270355010496,0.7637729644989504
Gwh,2015,2,210.58956899999998,686.3,0.0,945.927,1617.757,714.0795,62.23,46.72,896.889569,3386.7135,4283.603069,0.04916178404204052,0.16021559162815138,0.0,0.2208250822410642,0.3776626764761523,0.16670066962266436,0.014527489825178291,0.010906706164748993,0.20937737567019193,0.7906226243298081
Gwh,2015,3,225.284598,695.732,0.0,1042.957,1922.1495,691.934,96.26,50.31,921.016598,3803.6105,4724.627098,0.04768304319622729,0.1472564893628352,0.0,0.2207490619612071,0.40683623493030224,0.14645261639652052,0.020374094717601775,0.010648459435305893,0.19493953255906252,0.8050604674409375
Gwh,2015,4,219.640686,376.673,0.0,1009.056,1783.407,746.1815,129.44,40.369,596.313686,3708.4535,4304.767186,0.05102266313363409,0.08750136388909001,0.0,0.2344043141941939,0.41428651607455363,0.1733384101297598,0.030068989658945052,0.009377742919823493,0.1385240270227241,0.861475972977276
Gwh,2015,5,544.693147,329.25,0.0,995.3342789999999,1904.5885,401.885,138.197,48.762,873.943147,3488.766779,4362.7099259999995,0.12485202001486449,0.07546914775098894,0.0,0.22814587627479133,0.4365608835575836,0.0921182033224182,0.031676871106282214,0.011176997973071291,0.20032116776585343,0.7996788322341467
Gwh,2015,6,1144.573,485.252,0.0,991.676721,1402.726,432.801,145.124,44.5,1629.825,3016.827721,4646.6527209999995,0.24632204486193626,0.1044304425435025,0.0,0.21341743843223618,0.3018788113130437,0.09314253205194502,0.031231944523017436,0.009576786274319037,0.35075248740543874,0.6492475125945614
Gwh,2015,7,1668.4345,947.663,0.0,1009.028,1119.2895,287.676,162.777,43.097,2616.0975,2621.8675,5237.965,0.31852723338166633,0.1809219801965076,0.0,0.19263740784827696,0.21368785396618725,0.05492132918032098,0.031076381762764733,0.008227813664276107,0.4994492135781739,0.500550786421826
Gwh,2015,8,1635.457,932.571,0.0,1007.114,986.8365,471.21,153.125,46.16,2568.028,2664.4455,5232.4735,0.3125590602608881,0.1782275629298457,0.0,0.19247378892602132,0.18859847068504026,0.09005492335508244,0.02926436225620636,0.008821831586915824,0.49078662319073374,0.5092133768092661
Gwh,2015,9,1561.791,834.081,0.0,984.2225,930.412,546.2545,112.064,41.564,2395.872,2614.517,5010.389,0.31171052786520165,0.16647030799404997,0.0,0.19643634456326645,0.1856965596882797,0.10902436916574741,0.02236632724524982,0.008295563478204985,0.4781808358592516,0.5218191641407484
Gwh,2015,10,1568.109,998.472,0.0,1038.957,1252.171,552.546,84.883,43.482,2566.581,2972.039,5538.62,0.2831226912118903,0.18027450881266452,0.0,0.18758409134405324,0.2260799621566383,0.0997623956870123,0.015325658738097214,0.007850692049644135,0.46339720002455487,0.5366027999754452
Gwh,2015,11,1635.9545,1078.363,0.0,1006.643,1131.915,632.849,65.128,42.378,2714.3175,2878.913,5593.2305,0.29248830349473354,0.19279788308384574,0.0,0.17997523971164786,0.2023723141751444,0.113145524755327,0.01164407581629257,0.007576658963008945,0.4852861865785793,0.5147138134214208
Gwh,2015,12,1611.8515,1257.516,0.0,1041.078,1221.3565,503.293,50.463,40.46,2869.3675,2856.6505,5726.018,0.28149605886673773,0.2196143986973146,0.0,0.18181535580223462,0.21329945173067918,0.08789581171417904,0.008812930731269096,0.007065992457585708,0.5011104575640524,0.4988895424359477
