datetime,Biomass  - Actual Aggregated [MW],Fossil Brown coal/Lignite  - Actual Aggregated [MW],Fossil Coal-derived gas  - Actual Aggregated [MW],Fossil Gas  - Actual Aggregated [MW],Fossil Hard coal  - Actual Aggregated [MW],Fossil Oil  - Actual Aggregated [MW],Fossil Oil shale  - Actual Aggregated [MW],Fossil Peat  - Actual Aggregated [MW],Geothermal  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Aggregated [MW],Hydro Pumped Storage  - Actual Consumption [MW],Hydro Run-of-river and poundage  - Actual Aggregated [MW],Hydro Water Reservoir  - Actual Aggregated [MW],Marine  - Actual Aggregated [MW],Nuclear  - Actual Aggregated [MW],Other  - Actual Aggregated [MW],Other renewable  - Actual Aggregated [MW],Solar  - Actual Aggregated [MW],Waste  - Actual Aggregated [MW],Wind Offshore  - Actual Aggregated [MW],Wind Onshore  - Actual Aggregated [MW],year,month,month_date,weekday,hour,date
2019-01-01 00:00:00,834.0,,,693.0,755.0,1.0,,568.0,,,,669.0,,,2798.0,90.0,42.0,,55.0,,1598.0,2019,1,01-01,Tuesday,0,2019-01-01
2019-01-01 01:00:00,832.0,,,559.0,726.0,1.0,,545.0,,,,606.0,,,2798.0,87.0,40.0,,58.0,,1553.0,2019,1,01-01,Tuesday,1,2019-01-01
2019-01-01 02:00:00,848.0,,,548.0,711.0,1.0,,532.0,,,,595.0,,,2799.0,84.0,40.0,,62.0,,1468.0,2019,1,01-01,Tuesday,2,2019-01-01
2019-01-01 03:00:00,832.0,,,571.0,707.0,1.0,,518.0,,,,566.0,,,2798.0,81.0,40.0,,61.0,,1427.0,2019,1,01-01,Tuesday,3,2019-01-01
2019-01-01 04:00:00,826.0,,,549.0,709.0,1.0,,511.0,,,,520.0,,,2799.0,78.0,40.0,,61.0,,1352.0,2019,1,01-01,Tuesday,4,2019-01-01
2019-01-01 05:00:00,825.0,,,531.0,706.0,1.0,,504.0,,,,539.0,,,2799.0,78.0,40.0,,63.0,,1177.0,2019,1,01-01,Tuesday,5,2019-01-01
2019-01-01 06:00:00,831.0,,,536.0,705.0,1.0,,501.0,,,,568.0,,,2799.0,76.0,40.0,,63.0,,1001.0,2019,1,01-01,Tuesday,6,2019-01-01
2019-01-01 07:00:00,824.0,,,546.0,710.0,1.0,,517.0,,,,595.0,,,2799.0,75.0,40.0,,62.0,,826.0,2019,1,01-01,Tuesday,7,2019-01-01
2019-01-01 08:00:00,829.0,,,608.0,728.0,1.0,,539.0,,,,606.0,,,2799.0,75.0,41.0,,62.0,,642.0,2019,1,01-01,Tuesday,8,2019-01-01
2019-01-01 09:00:00,821.0,,,651.0,764.0,1.0,,545.0,,,,734.0,,,2799.0,75.0,42.0,,62.0,,423.0,2019,1,01-01,Tuesday,9,2019-01-01
2019-01-01 10:00:00,810.0,,,641.0,777.0,1.0,,543.0,,,,931.0,,,2799.0,75.0,42.0,,61.0,,284.0,2019,1,01-01,Tuesday,10,2019-01-01
2019-01-01 11:00:00,816.0,,,600.0,779.0,1.0,,540.0,,,,899.0,,,2799.0,75.0,42.0,,61.0,,247.0,2019,1,01-01,Tuesday,11,2019-01-01
2019-01-01 12:00:00,824.0,,,604.0,770.0,1.0,,546.0,,,,969.0,,,2800.0,75.0,42.0,,62.0,,259.0,2019,1,01-01,Tuesday,12,2019-01-01
2019-01-01 13:00:00,826.0,,,600.0,771.0,1.0,,549.0,,,,1068.0,,,2798.0,75.0,42.0,,62.0,,346.0,2019,1,01-01,Tuesday,13,2019-01-01
2019-01-01 14:00:00,822.0,,,597.0,770.0,1.0,,552.0,,,,1029.0,,,2800.0,75.0,42.0,,62.0,,596.0,2019,1,01-01,Tuesday,14,2019-01-01
2019-01-01 15:00:00,825.0,,,592.0,770.0,1.0,,554.0,,,,1014.0,,,2798.0,75.0,42.0,,63.0,,720.0,2019,1,01-01,Tuesday,15,2019-01-01
2019-01-01 16:00:00,836.0,,,643.0,770.0,1.0,,557.0,,,,911.0,,,2799.0,75.0,42.0,,62.0,,856.0,2019,1,01-01,Tuesday,16,2019-01-01
2019-01-01 17:00:00,842.0,,,669.0,773.0,1.0,,546.0,,,,1076.0,,,2799.0,75.0,42.0,,62.0,,941.0,2019,1,01-01,Tuesday,17,2019-01-01
2019-01-01 18:00:00,843.0,,,666.0,768.0,1.0,,550.0,,,,1305.0,,,2799.0,75.0,42.0,,62.0,,1018.0,2019,1,01-01,Tuesday,18,2019-01-01
2019-01-01 19:00:00,837.0,,,670.0,767.0,1.0,,563.0,,,,1317.0,,,2799.0,75.0,42.0,,62.0,,1113.0,2019,1,01-01,Tuesday,19,2019-01-01
2019-01-01 20:00:00,831.0,,,670.0,768.0,1.0,,562.0,,,,1227.0,,,2799.0,75.0,42.0,,61.0,,1181.0,2019,1,01-01,Tuesday,20,2019-01-01
2019-01-01 21:00:00,839.0,,,663.0,767.0,1.0,,571.0,,,,1026.0,,,2798.0,78.0,42.0,,60.0,,1262.0,2019,1,01-01,Tuesday,21,2019-01-01
2019-01-01 22:00:00,840.0,,,671.0,770.0,1.0,,570.0,,,,824.0,,,2799.0,80.0,42.0,,56.0,,1280.0,2019,1,01-01,Tuesday,22,2019-01-01
2019-01-01 23:00:00,830.0,,,675.0,771.0,1.0,,560.0,,,,795.0,,,2799.0,83.0,42.0,,55.0,,1294.0,2019,1,01-01,Tuesday,23,2019-01-01
2019-01-02 00:00:00,830.0,,,669.0,748.0,1.0,,548.0,,,,762.0,,,2798.0,86.0,42.0,,56.0,,1297.0,2019,1,01-02,Wednesday,0,2019-01-02
2019-01-02 01:00:00,821.0,,,602.0,695.0,1.0,,543.0,,,,545.0,,,2798.0,90.0,42.0,,55.0,,1278.0,2019,1,01-02,Wednesday,1,2019-01-02
2019-01-02 02:00:00,827.0,,,580.0,683.0,1.0,,571.0,,,,541.0,,,2798.0,95.0,42.0,,54.0,,1224.0,2019,1,01-02,Wednesday,2,2019-01-02
2019-01-02 03:00:00,836.0,,,580.0,678.0,1.0,,576.0,,,,531.0,,,2798.0,98.0,42.0,,52.0,,1208.0,2019,1,01-02,Wednesday,3,2019-01-02
2019-01-02 04:00:00,837.0,,,583.0,678.0,1.0,,578.0,,,,507.0,,,2799.0,103.0,42.0,,52.0,,1253.0,2019,1,01-02,Wednesday,4,2019-01-02
2019-01-02 05:00:00,848.0,,,597.0,681.0,1.0,,586.0,,,,543.0,,,2799.0,109.0,42.0,,50.0,,1240.0,2019,1,01-02,Wednesday,5,2019-01-02
2019-01-02 06:00:00,845.0,,,664.0,727.0,1.0,,597.0,,,,660.0,,,2799.0,115.0,42.0,,50.0,,1233.0,2019,1,01-02,Wednesday,6,2019-01-02
2019-01-02 07:00:00,868.0,,,907.0,784.0,1.0,,607.0,,,,877.0,,,2799.0,120.0,42.0,,52.0,,1243.0,2019,1,01-02,Wednesday,7,2019-01-02
2019-01-02 08:00:00,881.0,,,1022.0,823.0,1.0,,632.0,,,,1033.0,,,2798.0,124.0,42.0,,50.0,,1301.0,2019,1,01-02,Wednesday,8,2019-01-02
2019-01-02 09:00:00,881.0,,,1046.0,838.0,1.0,,641.0,,,,1056.0,,,2799.0,127.0,44.0,,51.0,,1352.0,2019,1,01-02,Wednesday,9,2019-01-02
2019-01-02 10:00:00,892.0,,,1036.0,830.0,1.0,,639.0,,,,1066.0,,,2774.0,131.0,44.0,,54.0,,1340.0,2019,1,01-02,Wednesday,10,2019-01-02
2019-01-02 11:00:00,889.0,,,1031.0,841.0,1.0,,646.0,,,,987.0,,,2798.0,134.0,44.0,,52.0,,1382.0,2019,1,01-02,Wednesday,11,2019-01-02
2019-01-02 12:00:00,884.0,,,1040.0,850.0,1.0,,641.0,,,,1075.0,,,2797.0,135.0,44.0,,53.0,,1414.0,2019,1,01-02,Wednesday,12,2019-01-02
2019-01-02 13:00:00,894.0,,,1029.0,847.0,1.0,,631.0,,,,1063.0,,,2797.0,138.0,44.0,,51.0,,1361.0,2019,1,01-02,Wednesday,13,2019-01-02
2019-01-02 14:00:00,893.0,,,1037.0,847.0,1.0,,638.0,,,,1017.0,,,2799.0,143.0,44.0,,54.0,,1340.0,2019,1,01-02,Wednesday,14,2019-01-02
2019-01-02 15:00:00,904.0,,,1042.0,855.0,1.0,,650.0,,,,974.0,,,2800.0,146.0,44.0,,54.0,,1336.0,2019,1,01-02,Wednesday,15,2019-01-02
2019-01-02 16:00:00,907.0,,,1043.0,869.0,1.0,,663.0,,,,1100.0,,,2797.0,150.0,44.0,,58.0,,1301.0,2019,1,01-02,Wednesday,16,2019-01-02
2019-01-02 17:00:00,912.0,,,1041.0,923.0,1.0,,675.0,,,,1057.0,,,2798.0,154.0,44.0,,61.0,,1376.0,2019,1,01-02,Wednesday,17,2019-01-02
2019-01-02 18:00:00,936.0,,,1034.0,943.0,1.0,,673.0,,,,1189.0,,,2797.0,158.0,42.0,,63.0,,1379.0,2019,1,01-02,Wednesday,18,2019-01-02
2019-01-02 19:00:00,939.0,,,1019.0,932.0,1.0,,670.0,,,,1392.0,,,2798.0,163.0,42.0,,66.0,,1395.0,2019,1,01-02,Wednesday,19,2019-01-02
2019-01-02 20:00:00,936.0,,,1029.0,894.0,1.0,,664.0,,,,1380.0,,,2798.0,168.0,42.0,,67.0,,1387.0,2019,1,01-02,Wednesday,20,2019-01-02
